"","BASEFLOW","QUICKFLOW"
"4778",1.795,0.305
"4779",1.771,0.329
"4780",1.748,0.252
"4781",1.728,0.272
"4782",1.71,0.19
"4783",1.694,0.206
"4784",1.678,0.222
"4785",1.664,0.136
"4786",1.652,0.148
"4787",1.641,0.159
"4788",1.628,0.172
"4789",1.618,0.082
"4790",1.611,0.089
"4791",1.604,0.096
"4792",1.6,0
"4793",1.6,0
"4794",1.601,0.399
"4795",1.613,7.787
"4796",1.639,2.961
"4797",1.663,1.737
"4798",1.683,1.117
"4799",1.699,0.901
"4800",1.709,0.691
"4801",1.716,0.484
"4802",1.72,0.38
"4803",1.721,0.279
"4804",1.702,0.298
"4805",1.681,0.219
"4806",1.664,0.236
"4807",1.649,0.151
"4808",1.636,0.264
"4809",1.622,0.278
"4810",1.607,0.193
"4811",1.596,0.104
"4812",1.587,0.113
"4813",1.578,0.122
"4814",1.568,0.132
"4815",1.558,0.142
"4816",1.545,0.955
"4817",1.529,0.271
"4818",1.512,0.188
"4819",1.501,0.099
"4820",1.493,0.107
"4821",1.485,0.115
"4822",1.475,0.125
"4823",1.464,0.636
"4824",1.451,0.249
"4825",1.437,0.163
"4826",1.424,0.176
"4827",1.414,0.086
"4828",1.407,0.193
"4829",1.398,0.302
"4830",1.388,0.212
"4831",1.378,0.122
"4832",1.369,0.131
"4833",1.362,0.038
"4834",1.359,0.041
"4835",1.356,0.044
"4836",1.352,0.048
"4837",1.348,0.152
"4838",1.343,0.157
"4839",1.337,0.263
"4840",1.329,0.671
"4841",1.318,0.382
"4842",1.305,0.295
"4843",1.289,0.211
"4844",1.276,0.124
"4845",1.266,0.134
"4846",1.254,0.846
"4847",1.239,0.661
"4848",1.219,0.281
"4849",1.197,0.303
"4850",1.178,0.222
"4851",1.164,0.136
"4852",1.152,0.148
"4853",1.141,0.159
"4854",1.128,0.172
"4855",1.118,0.082
"4856",1.111,0.089
"4857",1.104,0.096
"4858",1.1,0
"4859",1.1,0.1
"4860",1.101,0.099
"4861",1.102,0.098
"4862",1.103,0.097
"4863",1.105,0.195
"4864",1.107,0.093
"4865",1.111,0.489
"4866",1.115,0.185
"4867",1.123,1.677
"4868",1.138,2.562
"4869",1.162,1.038
"4870",1.19,1.11
"4871",1.221,0.879
"4872",1.251,0.549
"4873",1.281,0.519
"4874",1.31,0.79
"4875",1.339,0.861
"4876",1.369,1.631
"4877",1.403,1.297
"4878",1.438,0.662
"4879",1.474,0.626
"4880",1.509,1.891
"4881",1.547,1.353
"4882",1.591,2.709
"4883",1.64,2.06
"4884",1.694,1.506
"4885",1.75,2.15
"4886",1.81,2.39
"4887",1.869,1.731
"4888",1.923,1.277
"4889",1.972,4.828
"4890",2.015,3.285
"4891",2.051,1.849
"4892",2.08,1.22
"4893",2.102,0.898
"4894",2.118,0.682
"4895",2.13,0.97
"4896",2.138,0.762
"4897",2.142,0.558
"4898",2.137,0.263
"4899",2.124,0.076
"4900",2.117,0.383
"4901",2.109,0.291
"4902",2.099,0.301
"4903",2.086,0.814
"4904",2.07,0.33
"4905",2.051,0.249
"4906",2.039,0.061
"4907",2.033,0.467
"4908",2.026,0.174
"4909",2.017,0.383
"4910",2.006,0.194
"4911",2,0
"4912",2.002,1.698
"4913",2.009,0.591
"4914",2.016,0.284
"4915",2.022,0.078
"4916",2.029,0.771
"4917",2.039,1.061
"4918",2.052,0.648
"4919",2.067,0.433
"4920",2.083,0.417
"4921",2.099,1.001
"4922",2.118,0.482
"4923",2.139,1.661
"4924",2.164,1.736
"4925",2.195,1.005
"4926",2.227,0.673
"4927",2.26,1.04
"4928",2.292,0.608
"4929",2.322,0.378
"4930",2.351,0.349
"4931",2.39,9.31
"4932",2.452,1.848
"4933",2.526,1.574
"4934",2.603,4.297
"4935",2.684,5.216
"4936",2.763,2.337
"4937",2.834,1.366
"4938",2.897,2.803
"4939",2.953,2.447
"4940",3,2.9
"4941",3.038,1.562
"4942",3.069,1.131
"4943",3.092,0.808
"4944",3.111,0.389
"4945",3.127,0.373
"4946",3.14,0.26
"4947",3.152,0.148
"4948",3.164,0.136
"4949",3.174,0.626
"4950",3.191,3.609
"4951",3.212,1.288
"4952",3.231,0.569
"4953",3.247,3.253
"4954",3.26,1.04
"4955",3.27,0.83
"4956",3.276,0.324
"4957",3.279,0.221
"4958",3.282,0.118
"4959",3.283,0.017
"4960",3.284,0.016
"4961",3.287,1.013
"4962",3.296,2.504
"4963",3.309,0.691
"4964",3.321,0.879
"4965",3.331,0.969
"4966",3.339,0.261
"4967",3.346,0.454
"4968",3.351,0.449
"4969",3.355,1.245
"4970",3.356,1.044
"4971",3.332,0.468
"4972",3.307,0.193
"4973",3.3,0
"4974",3.3,0.2
"4975",3.302,0.898
"4976",3.307,0.293
"4977",3.314,0.286
"4978",3.323,1.077
"4979",3.337,2.863
"4980",3.362,1.738
"4981",3.393,0.507
"4982",3.427,2.973
"4983",3.467,0.933
"4984",3.509,0.591
"4985",3.55,1.75
"4986",3.592,0.908
"4987",3.634,0.666
"4988",3.675,1.325
"4989",3.716,0.884
"4990",3.756,0.644
"4991",3.805,8.295
"4992",3.869,1.831
"4993",3.933,5.667
"4994",3.991,2.009
"4995",4.041,1.859
"4996",4.084,0.516
"4997",4.132,7.368
"4998",4.193,6.107
"4999",4.255,2.845
"5000",4.309,1.291
"5001",4.355,9.845
"5002",4.391,2.709
"5003",4.417,1.183
"5004",4.435,2.565
"5005",4.446,2.754
"5006",4.429,2.071
"5007",4.311,2.789
"5008",4.206,1.094
"5009",4.114,3.586
"5010",4.006,1.594
"5011",3.886,2.114
"5012",3.791,0.809
"5013",3.742,0.458
"5014",3.704,0.696
"5015",3.668,0.432
"5016",3.63,2.27
"5017",3.582,1.418
"5018",3.526,0.974
"5019",3.475,0.525
"5020",3.449,0.151
"5021",3.434,1.866
"5022",3.412,0.388
"5023",3.4,0
"5024",3.401,0.699
"5025",3.405,0.795
"5026",3.412,0.288
"5027",3.427,4.773
"5028",3.469,11.431
"5029",3.538,6.362
"5030",3.607,6.893
"5031",3.665,3.235
"5032",3.713,2.187
"5033",3.75,1.25
"5034",3.779,1.021
"5035",3.802,1.398
"5036",3.818,0.882
"5037",3.829,0.771
"5038",3.836,1.164
"5039",3.822,2.878
"5040",3.747,1.153
"5041",3.687,0.513
"5042",3.644,0.956
"5043",3.597,0.703
"5044",3.564,0.236
"5045",3.544,0.456
"5046",3.519,2.481
"5047",3.484,1.316
"5048",3.454,0.246
"5049",3.433,0.567
"5050",3.411,0.289
"5051",3.4,0
"5052",3.401,0.499
"5053",3.405,1.695
"5054",3.42,3.98
"5055",3.458,8.642
"5056",3.546,17.854
"5057",3.718,23.982
"5058",3.955,17.345
"5059",4.195,8.405
"5060",4.409,5.191
"5061",4.597,5.603
"5062",4.759,5.441
"5063",4.896,4.704
"5064",5.009,2.691
"5065",5.103,13.797
"5066",5.178,19.922
"5067",5.23,7.87
"5068",5.253,4.747
"5069",4.997,7.703
"5070",4.648,3.852
"5071",4.38,3.02
"5072",4.168,2.432
"5073",3.991,2.109
"5074",3.84,1.76
"5075",3.71,1.59
"5076",3.585,1.615
"5077",3.47,1.33
"5078",3.374,1.126
"5079",3.291,1.009
"5080",3.217,0.883
"5081",3.158,0.642
"5082",3.114,0.486
"5083",3.079,0.421
"5084",3.049,0.351
"5085",3.024,0.276
"5086",3.006,0.194
"5087",2.99,0.31
"5088",2.967,4.033
"5089",2.928,1.572
"5090",2.881,0.619
"5091",2.843,0.357
"5092",2.822,0.178
"5093",2.807,0.193
"5094",2.8,0
"5095",2.8,0.1
"5096",2.804,2.196
"5097",2.811,0.389
"5098",2.817,0.083
"5099",2.824,0.376
"5100",2.831,0.369
"5101",2.843,2.457
"5102",2.862,1.838
"5103",2.893,3.907
"5104",2.95,11.75
"5105",3.026,4.474
"5106",3.098,2.402
"5107",3.16,1.74
"5108",3.214,2.086
"5109",3.258,1.142
"5110",3.296,0.704
"5111",3.33,0.47
"5112",3.36,1.34
"5113",3.387,12.713
"5114",3.408,6.292
"5115",3.42,2.68
"5116",3.371,1.829
"5117",3.222,2.478
"5118",3.09,1.41
"5119",2.987,1.213
"5120",2.901,0.999
"5121",2.824,0.976
"5122",2.753,0.847
"5123",2.693,0.707
"5124",2.639,0.661
"5125",2.59,0.61
"5126",2.544,0.556
"5127",2.503,0.497
"5128",2.467,0.433
"5129",2.432,0.468
"5130",2.398,0.402
"5131",2.366,0.434
"5132",2.335,0.365
"5133",2.305,0.395
"5134",2.277,0.323
"5135",2.251,0.449
"5136",2.226,0.274
"5137",2.203,0.697
"5138",2.177,0.523
"5139",2.15,0.35
"5140",2.125,0.275
"5141",2.103,0.297
"5142",2.079,0.321
"5143",2.057,0.243
"5144",2.037,0.263
"5145",2.016,0.284
"5146",1.997,0.203
"5147",1.981,0.219
"5148",1.963,0.237
"5149",1.948,0.152
"5150",1.935,0.165
"5151",1.922,0.178
"5152",1.907,0.193
"5153",1.892,0.208
"5154",1.879,0.121
"5155",1.869,0.331
"5156",1.857,0.343
"5157",1.843,0.257
"5158",1.829,0.171
"5159",1.815,0.485
"5160",1.798,0.402
"5161",1.781,0.219
"5162",1.763,0.237
"5163",1.748,0.152
"5164",1.735,0.165
"5165",1.722,0.178
"5166",1.708,0.192
"5167",1.692,0.208
"5168",1.679,0.121
"5169",1.67,0.13
"5170",1.659,0.141
"5171",1.648,0.152
"5172",1.635,0.165
"5173",1.622,0.178
"5174",1.611,0.089
"5175",1.604,0.096
"5176",1.596,0.104
"5177",1.588,0.112
"5178",1.579,0.121
"5179",1.573,0.027
"5180",1.571,0.029
"5181",1.569,0.131
"5182",1.565,0.135
"5183",1.561,0.139
"5184",1.557,0.143
"5185",1.552,0.048
"5186",1.548,0.052
"5187",1.544,0.056
"5188",1.54,0.06
"5189",1.534,0.266
"5190",1.528,0.172
"5191",1.52,0.18
"5192",1.513,0.087
"5193",1.506,0.094
"5194",1.498,0.102
"5195",1.49,0.11
"5196",1.481,0.119
"5197",1.476,0.024
"5198",1.474,0.026
"5199",1.472,0.028
"5200",1.469,0.031
"5201",1.467,0.033
"5202",1.464,0.036
"5203",1.461,0.039
"5204",1.458,0.042
"5205",1.454,0.146
"5206",1.45,0.15
"5207",1.446,0.054
"5208",1.441,0.059
"5209",1.436,0.064
"5210",1.431,0.069
"5211",1.425,0.275
"5212",1.418,0.182
"5213",1.411,0.089
"5214",1.404,0.096
"5215",1.4,0
"5216",1.4,0
"5217",1.401,0.999
"5218",1.404,0.396
"5219",1.406,0.494
"5220",1.407,0.393
"5221",1.407,0.193
"5222",1.396,0.204
"5223",1.385,0.115
"5224",1.376,0.124
"5225",1.366,0.134
"5226",1.355,0.145
"5227",1.343,0.157
"5228",1.335,0.065
"5229",1.33,0.07
"5230",1.324,0.076
"5231",1.318,0.082
"5232",1.311,0.089
"5233",1.304,0.096
"5234",1.3,0
"5235",1.3,0
"5236",1.3,0
"5237",1.3,0
"5238",1.3,0
"5239",1.3,0
"5240",1.3,0.8
"5241",1.301,0.199
"5242",1.301,0.099
"5243",1.3,0
"5244",1.3,0
"5245",1.3,0
"5246",1.3,0
"5247",1.3,0
"5248",1.301,0.399
"5249",1.303,0.297
"5250",1.308,1.792
"5251",1.321,1.479
"5252",1.34,1.26
"5253",1.363,0.937
"5254",1.395,5.505
"5255",1.456,11.944
"5256",1.56,7.04
"5257",1.691,4.209
"5258",1.838,9.162
"5259",2.004,38.196
"5260",2.168,9.832
"5261",2.305,5.095
"5262",2.415,3.785
"5263",2.5,2.7
"5264",2.569,2.431
"5265",2.623,1.677
"5266",2.667,0.933
"5267",2.704,3.796
"5268",2.735,4.165
"5269",2.759,3.941
"5270",2.774,3.126
"5271",2.78,2.22
"5272",2.671,1.629
"5273",2.563,1.137
"5274",2.491,0.709
"5275",2.432,2.268
"5276",2.363,0.937
"5277",2.303,0.597
"5278",2.255,0.845
"5279",2.206,0.594
"5280",2.158,0.842
"5281",2.113,0.487
"5282",2.082,0.318
"5283",2.06,0.24
"5284",2.041,0.359
"5285",2.019,0.381
"5286",2.004,0.096
"5287",2,0
"5288",2.002,1.598
"5289",2.01,0.69
"5290",2.024,2.676
"5291",2.046,1.054
"5292",2.073,0.927
"5293",2.104,2.696
"5294",2.142,1.658
"5295",2.185,1.815
"5296",2.233,2.267
"5297",2.289,4.111
"5298",2.355,2.645
"5299",2.427,1.573
"5300",2.501,3.199
"5301",2.578,3.722
"5302",2.653,2.147
"5303",2.721,1.479
"5304",2.783,1.217
"5305",2.838,0.862
"5306",2.888,0.612
"5307",2.935,1.765
"5308",2.984,1.516
"5309",3.033,0.667
"5310",3.085,3.515
"5311",3.141,2.159
"5312",3.197,3.203
"5313",3.248,1.552
"5314",3.293,2.107
"5315",3.332,1.268
"5316",3.366,0.934
"5317",3.393,2.807
"5318",3.415,1.685
"5319",3.43,1.07
"5320",3.439,0.861
"5321",3.443,1.057
"5322",3.387,1.113
"5323",3.337,0.363
"5324",3.311,0.289
"5325",3.3,0
"5326",3.301,0.699
"5327",3.304,0.096
"5328",3.31,1.89
"5329",3.329,5.671
"5330",3.364,4.036
"5331",3.401,2.099
"5332",3.434,1.066
"5333",3.462,0.638
"5334",3.486,1.514
"5335",3.506,1.994
"5336",3.522,0.378
"5337",3.536,0.164
"5338",3.549,1.051
"5339",3.57,4.23
"5340",3.602,2.798
"5341",3.636,2.464
"5342",3.666,3.534
"5343",3.691,1.709
"5344",3.71,0.99
"5345",3.724,0.776
"5346",3.734,0.166
"5347",3.742,1.858
"5348",3.749,2.351
"5349",3.753,1.047
"5350",3.755,0.645
"5351",3.72,0.58
"5352",3.678,0.622
"5353",3.65,0.15
"5354",3.637,0.663
"5355",3.621,0.379
"5356",3.609,0.091
"5357",3.6,1
"5358",3.587,0.913
"5359",3.567,1.433
"5360",3.541,0.459
"5361",3.515,0.285
"5362",3.49,1.31
"5363",3.46,0.54
"5364",3.426,0.774
"5365",3.404,0.096
"5366",3.4,0
"5367",3.401,0.899
"5368",3.405,0.095
"5369",3.41,0.09
"5370",3.419,3.181
"5371",3.433,1.567
"5372",3.446,0.354
"5373",3.458,0.142
"5374",3.471,2.229
"5375",3.484,0.416
"5376",3.495,1.705
"5377",3.505,0.995
"5378",3.512,0.088
"5379",3.523,2.877
"5380",3.544,2.756
"5381",3.577,2.123
"5382",3.619,2.981
"5383",3.669,2.231
"5384",3.727,2.873
"5385",3.793,3.407
"5386",3.873,7.827
"5387",3.971,3.629
"5388",4.07,1.73
"5389",4.161,2.239
"5390",4.243,1.557
"5391",4.318,4.282
"5392",4.383,2.417
"5393",4.441,1.259
"5394",4.491,0.609
"5395",4.543,5.257
"5396",4.619,10.781
"5397",4.732,7.968
"5398",4.876,11.524
"5399",5.022,18.178
"5400",5.151,9.649
"5401",5.258,5.542
"5402",5.342,3.558
"5403",5.406,2.194
"5404",5.454,4.246
"5405",5.489,5.411
"5406",5.51,2.69
"5407",5.517,1.283
"5408",5.452,0.948
"5409",5.408,0.192
"5410",5.4,0
"5411",5.401,0.999
"5412",5.406,0.594
"5413",5.413,0.987
"5414",5.42,0.08
"5415",5.427,0.773
"5416",5.435,6.165
"5417",5.442,4.158
"5418",5.446,2.254
"5419",5.383,2.417
"5420",5.295,1.505
"5421",5.192,4.808
"5422",5.067,2.533
"5423",4.943,1.457
"5424",4.841,1.159
"5425",4.759,0.941
"5426",4.687,0.913
"5427",4.633,0.467
"5428",4.607,0.192
"5429",4.6,0
"5430",4.6,0.1
"5431",4.601,0.599
"5432",4.63,18.07
"5433",4.738,22.762
"5434",4.933,9.567
"5435",5.175,11.225
"5436",5.482,39.018
"5437",5.846,44.054
"5438",6.189,39.011
"5439",6.477,20.023
"5440",6.702,28.698
"5441",6.859,15.241
"5442",6.95,7.15
"5443",6.992,6.908
"5444",6.857,3.443
"5445",6.667,1.433
"5446",6.512,26.788
"5447",6.225,32.675
"5448",5.782,10.218
"5449",5.314,5.486
"5450",4.962,3.538
"5451",4.724,2.576
"5452",4.548,1.952
"5453",4.426,1.174
"5454",4.355,0.645
"5455",4.315,0.385
"5456",4.3,0
"5457",4.315,10.785
"5458",4.354,6.446
"5459",4.398,3.902
"5460",4.435,3.065
"5461",4.464,2.536
"5462",4.484,2.616
"5463",4.495,2.305
"5464",4.447,2.353
"5465",4.316,1.684
"5466",4.192,1.508
"5467",4.077,1.423
"5468",3.978,1.122
"5469",3.899,0.901
"5470",3.823,3.177
"5471",3.734,1.366
"5472",3.644,1.056
"5473",3.567,0.933
"5474",3.499,0.801
"5475",3.438,0.762
"5476",3.381,0.719
"5477",3.33,0.57
"5478",3.292,0.408
"5479",3.267,0.233
"5480",3.244,3.156
"5481",3.21,0.89
"5482",3.167,0.633
"5483",3.119,0.681
"5484",3.068,0.732
"5485",3.018,0.582
"5486",2.975,0.525
"5487",2.937,0.463
"5488",2.903,0.397
"5489",2.875,0.325
"5490",2.853,0.247
"5491",2.833,0.367
"5492",2.815,0.185
"5493",2.804,0.096
"5494",2.8,0
"5495",2.801,0.399
"5496",2.803,0.797
"5497",2.81,0.79
"5498",2.82,1.48
"5499",2.835,0.465
"5500",2.859,5.241
"5501",2.891,4.709
"5502",2.921,1.979
"5503",2.946,1.154
"5504",2.966,0.834
"5505",2.981,0.519
"5506",2.993,0.407
"5507",3.002,0.298
"5508",3.01,0.09
"5509",3.017,0.383
"5510",3.036,8.364
"5511",3.108,22.492
"5512",3.227,18.673
"5513",3.342,14.858
"5514",3.435,7.565
"5515",3.503,4.897
"5516",3.546,3.454
"5517",3.569,2.431
"5518",3.576,1.824
"5519",3.46,1.44
"5520",3.355,1.245
"5521",3.266,1.034
"5522",3.195,0.805
"5523",3.137,0.663
"5524",3.092,0.508
"5525",3.055,0.445
"5526",3.018,0.982
"5527",2.976,0.824
"5528",2.932,0.568
"5529",2.889,0.511
"5530",2.856,0.344
"5531",2.832,0.268
"5532",2.815,0.185
"5533",2.804,0.096
"5534",2.8,0
"5535",2.8,0
"5536",2.8,0.1
"5537",2.803,1.597
"5538",2.812,1.988
"5539",2.835,4.565
"5540",2.869,4.131
"5541",2.905,2.395
"5542",2.935,2.265
"5543",2.96,2.14
"5544",2.979,1.821
"5545",2.992,1.508
"5546",2.998,1.202
"5547",2.957,1.043
"5548",2.88,0.92
"5549",2.81,0.89
"5550",2.746,0.754
"5551",2.689,0.711
"5552",2.635,0.665
"5553",2.585,0.615
"5554",2.539,0.561
"5555",2.494,0.606
"5556",2.449,0.551
"5557",2.408,0.492
"5558",2.368,0.532
"5559",2.329,0.471
"5560",2.295,0.405
"5561",2.266,0.334
"5562",2.239,0.361
"5563",2.214,0.286
"5564",2.191,0.309
"5565",2.166,0.334
"5566",2.143,0.257
"5567",2.122,0.278
"5568",2.099,0.401
"5569",2.075,0.325
"5570",2.052,0.248
"5571",2.032,0.268
"5572",2.014,0.186
"5573",1.999,0.201
"5574",1.983,0.217
"5575",1.97,0.13
"5576",1.959,0.141
"5577",1.948,0.152
"5578",1.935,0.165
"5579",1.922,0.378
"5580",1.907,0.193
"5581",1.891,0.209
"5582",1.878,0.122
"5583",1.868,0.132
"5584",1.862,0.038
"5585",1.859,0.041
"5586",1.855,0.045
"5587",1.851,0.149
"5588",1.847,0.253
"5589",1.841,0.159
"5590",1.835,0.065
"5591",1.83,0.07
"5592",1.824,0.076
"5593",1.818,0.182
"5594",1.811,0.089
"5595",1.804,0.096
"5596",1.8,0
"5597",1.8,0
"5598",1.801,0.399
"5599",1.802,0.198
"5600",1.805,0.095
"5601",1.81,1.39
"5602",1.819,0.481
"5603",1.831,2.469
"5604",1.844,0.856
"5605",1.855,0.345
"5606",1.863,0.237
"5607",1.871,0.529
"5608",1.876,0.224
"5609",1.881,0.319
"5610",1.884,0.216
"5611",1.886,0.114
"5612",1.887,0.013
"5613",1.888,0.212
"5614",1.89,0.11
"5615",1.892,0.108
"5616",1.895,0.105
"5617",1.899,0.701
"5618",1.905,3.995
"5619",1.914,0.186
"5620",1.921,0.579
"5621",1.927,0.073
"5622",1.933,2.767
"5623",1.938,1.262
"5624",1.942,0.258
"5625",1.944,0.456
"5626",1.941,1.059
"5627",1.918,0.282
"5628",1.904,0.096
"5629",1.9,0
"5630",1.9,0
"5631",1.903,2.397
"5632",1.909,1.591
"5633",1.914,0.686
"5634",1.917,0.583
"5635",1.918,0.382
"5636",1.904,0.096
"5637",1.9,0
"5638",1.901,0.799
"5639",1.907,2.093
"5640",1.923,2.177
"5641",1.946,1.054
"5642",1.98,5.02
"5643",2.025,0.875
"5644",2.079,4.021
"5645",2.141,2.459
"5646",2.211,3.589
"5647",2.28,1.72
"5648",2.342,1.158
"5649",2.4,0.7
"5650",2.452,2.448
"5651",2.5,1.1
"5652",2.544,1.856
"5653",2.583,2.317
"5654",2.617,2.183
"5655",2.646,1.554
"5656",2.669,1.631
"5657",2.686,0.914
"5658",2.697,0.903
"5659",2.703,0.997
"5660",2.676,1.324
"5661",2.612,0.688
"5662",2.564,0.536
"5663",2.533,0.267
"5664",2.511,0.289
"5665",2.5,0
"5666",2.504,2.996
"5667",2.519,2.181
"5668",2.542,1.158
"5669",2.564,0.836
"5670",2.584,0.516
"5671",2.602,0.398
"5672",2.618,0.282
"5673",2.631,0.169
"5674",2.649,3.351
"5675",2.675,1.625
"5676",2.708,0.692
"5677",2.742,0.858
"5678",2.773,2.127
"5679",2.801,0.699
"5680",2.826,0.474
"5681",2.849,0.551
"5682",2.868,1.032
"5683",2.885,1.715
"5684",2.899,0.401
"5685",2.91,0.29
"5686",2.92,0.48
"5687",2.928,0.472
"5688",2.934,0.166
"5689",2.939,0.061
"5690",2.944,0.156
"5691",2.95,1.45
"5692",2.963,2.137
"5693",2.981,3.119
"5694",2.999,1.501
"5695",3.013,0.887
"5696",3.025,1.175
"5697",3.033,0.767
"5698",3.037,0.763
"5699",3.03,0.37
"5700",3.008,0.192
"5701",2.992,0.208
"5702",2.975,0.525
"5703",2.955,0.645
"5704",2.93,0.87
"5705",2.901,0.899
"5706",2.865,1.735
"5707",2.821,1.279
"5708",2.768,1.132
"5709",2.709,0.791
"5710",2.653,0.647
"5711",2.608,0.492
"5712",2.573,0.427
"5713",2.542,0.358
"5714",2.521,0.179
"5715",2.506,0.394
"5716",2.494,0.106
"5717",2.49,0.01
"5718",2.485,2.815
"5719",2.47,0.53
"5720",2.449,0.551
"5721",2.425,0.475
"5722",2.397,0.403
"5723",2.367,0.933
"5724",2.336,0.364
"5725",2.315,0.185
"5726",2.304,0.096
"5727",2.3,0
"5728",2.3,0.2
"5729",2.308,4.692
"5730",2.324,1.576
"5731",2.341,0.859
"5732",2.355,0.645
"5733",2.366,0.434
"5734",2.375,0.425
"5735",2.382,0.218
"5736",2.387,0.913
"5737",2.39,0.61
"5738",2.392,0.208
"5739",2.393,0.007
"5740",2.394,0.406
"5741",2.396,0.104
"5742",2.403,3.097
"5743",2.416,1.284
"5744",2.429,0.471
"5745",2.44,0.26
"5746",2.449,0.851
"5747",2.457,0.843
"5748",2.463,0.237
"5749",2.467,0.133
"5750",2.471,0.329
"5751",2.474,0.126
"5752",2.476,0.024
"5753",2.483,3.917
"5754",2.504,2.796
"5755",2.538,1.362
"5756",2.575,0.925
"5757",2.616,2.384
"5758",2.657,4.443
"5759",2.696,1.604
"5760",2.729,1.971
"5761",2.757,1.043
"5762",2.78,1.62
"5763",2.797,0.803
"5764",2.81,0.49
"5765",2.82,0.28
"5766",2.827,0.173
"5767",2.834,0.166
"5768",2.839,0.161
"5769",2.844,0.056
"5770",2.848,0.052
"5771",2.853,0.447
"5772",2.858,0.442
"5773",2.867,1.233
"5774",2.882,2.218
"5775",2.902,1.098
"5776",2.924,0.576
"5777",2.944,1.056
"5778",2.962,0.638
"5779",2.978,0.422
"5780",2.991,0.409
"5781",3.002,2.898
"5782",3.01,1.59
"5783",3.015,1.385
"5784",3,1.7
"5785",2.938,1.362
"5786",2.864,4.736
"5787",2.79,0.81
"5788",2.74,0.46
"5789",2.711,0.289
"5790",2.7,0
"5791",2.705,3.196
"5792",2.724,4.776
"5793",2.764,3.636
"5794",2.818,1.982
"5795",2.882,5.018
"5796",2.952,4.148
"5797",3.019,2.881
"5798",3.079,3.221
"5799",3.131,3.369
"5800",3.175,2.625
"5801",3.209,2.591
"5802",3.235,1.765
"5803",3.251,2.649
"5804",3.257,1.543
"5805",3.173,1.227
"5806",3.086,1.014
"5807",3.016,0.784
"5808",2.964,0.536
"5809",2.929,0.371
"5810",2.897,1.303
"5811",2.86,1.04
"5812",2.816,0.884
"5813",2.766,0.934
"5814",2.713,0.687
"5815",2.661,0.639
"5816",2.613,0.587
"5817",2.57,0.53
"5818",2.531,0.469
"5819",2.497,0.403
"5820",2.468,0.332
"5821",2.446,0.254
"5822",2.425,0.575
"5823",2.399,1.301
"5824",2.368,0.732
"5825",2.332,0.568
"5826",2.292,0.608
"5827",2.254,0.446
"5828",2.222,0.378
"5829",2.191,0.509
"5830",2.157,0.743
"5831",2.12,0.48
"5832",2.085,0.415
"5833",2.056,0.344
"5834",2.032,0.268
"5835",2.014,0.186
"5836",1.999,0.201
"5837",1.983,0.217
"5838",1.965,0.735
"5839",1.945,0.255
"5840",1.928,0.172
"5841",1.918,0.082
"5842",1.911,0.289
"5843",1.904,0.096
"5844",1.9,0
"5845",1.9,0.3
"5846",1.909,4.991
"5847",1.937,4.963
"5848",1.985,1.515
"5849",2.038,0.962
"5850",2.106,12.494
"5851",2.231,26.669
"5852",2.388,15.212
"5853",2.523,16.477
"5854",2.633,9.167
"5855",2.714,5.386
"5856",2.767,3.733
"5857",2.796,2.704
"5858",2.808,2.092
"5859",2.726,1.774
"5860",2.598,1.502
"5861",2.489,1.311
"5862",2.394,1.106
"5863",2.313,0.987
"5864",2.237,0.963
"5865",2.167,0.833
"5866",2.103,0.797
"5867",2.047,0.653
"5868",1.998,0.602
"5869",1.953,0.547
"5870",1.909,0.591
"5871",1.865,0.535
"5872",1.826,0.474
"5873",1.791,0.409
"5874",1.762,0.338
"5875",1.735,0.365
"5876",1.709,0.291
"5877",1.69,0.21
"5878",1.673,0.227
"5879",1.654,0.246
"5880",1.639,0.161
"5881",1.63,0.07
"5882",1.624,0.076
"5883",1.618,0.082
"5884",1.611,0.089
"5885",1.604,0.096
"5886",1.6,0
"5887",1.6,0
"5888",1.602,1.598
"5889",1.617,5.883
"5890",1.648,5.952
"5891",1.682,1.618
"5892",1.712,0.988
"5893",1.736,0.564
"5894",1.756,0.344
"5895",1.775,0.225
"5896",1.794,1.506
"5897",1.816,0.984
"5898",1.84,0.36
"5899",1.864,1.136
"5900",1.889,1.511
"5901",1.911,0.589
"5902",1.931,0.969
"5903",1.948,1.752
"5904",1.963,1.937
"5905",1.974,1.626
"5906",1.981,1.419
"5907",1.984,1.216
"5908",1.937,0.863
"5909",1.881,0.619
"5910",1.835,0.565
"5911",1.797,0.403
"5912",1.769,0.331
"5913",1.746,0.254
"5914",1.725,0.275
"5915",1.711,0.089
"5916",1.704,0.096
"5917",1.7,0
"5918",1.701,0.599
"5919",1.704,0.296
"5920",1.708,0.192
"5921",1.722,6.278
"5922",1.761,9.839
"5923",1.814,3.586
"5924",1.86,2.34
"5925",1.898,1.702
"5926",1.928,1.272
"5927",1.951,0.949
"5928",1.967,0.933
"5929",1.979,0.621
"5930",1.986,0.514
"5931",1.99,0.41
"5932",1.992,0.408
"5933",1.967,0.333
"5934",1.944,0.256
"5935",1.928,0.172
"5936",1.918,0.082
"5937",1.911,0.089
"5938",1.904,0.096
"5939",1.9,0
"5940",1.9,0
"5941",1.9,0.3
"5942",1.902,0.598
"5943",1.905,0.295
"5944",1.907,0.393
"5945",1.909,0.291
"5946",1.91,0.19
"5947",1.911,0.189
"5948",1.904,0.096
"5949",1.9,0
"5950",1.9,0
